Game,Platform,Genre,Publisher,Year,Global_Sales_M,Critic_Score,User_Score,ESRB_Rating,Dev_Team_Size,Budget_MUSD,Region,Franchise,Metascore_Bucket
Duel Epic,Switch,Fighting,Crystal Entertainment,2017,0.68,86,9.4,E,18,6.7,Other,False,High
Trigger Quest,XOne,Shooter,Blue Designs,2013,2.34,85,8.3,T,66,32.6,EU,False,High
Pixel Chronicles,XOne,Indie,Blue Games,2016,0.1,66,6.7,E,19,7.1,NA,False,Mid
Circuit Quest,XOne,Racing,Red Entertainment,2013,0.13,84,8.9,E,30,24.3,EU,True,High
Voyage Quest 5,SNES,Adventure,Storm Studios,1998,0.72,73,7.6,E,19,6.4,JP,True,Mid
Rat Fighter,PS5,Action,Blue Games,2020,1.71,73,7.0,M,50,52.5,Other,False,Mid
Dog Final,Wii,Sports,Stellar Systems,2012,0.11,70,7.5,E10+,24,8.0,JP,True,Mid
Phoenix Mix,Wii,Party,Cosmic Labs,2013,1.29,67,5.9,T,21,9.7,EU,False,Mid
Expedition Tales,PS5,Adventure,Cosmic Games,2020,0.27,70,7.4,RP,35,27.3,Other,True,Mid
Lion Journey,PS4,Adventure,Cosmic Labs,2016,0.25,73,6.8,T,47,32.0,Other,True,Mid
Pirate Attack,PS4,Strategy,Green Designs,2013,0.06,74,7.5,E10+,42,32.6,NA,False,Mid
Championship Journey,SNES,Fighting,Legendary Entertainment,1998,0.01,98,9.6,M,14,5.2,JP,False,Top
Velocity Tales: Revival,XOne,Racing,Purple Works,2013,0.01,58,6.5,T,45,22.8,Other,True,Low
Lion Final 3,XSX,Sports,Purple Labs,2020,1.13,74,7.2,T,35,28.3,NA,False,Mid
Pirate Enigma,WiiU,Puzzle,Cosmic Studios,2012,0.27,72,6.9,T,4,1.3,EU,False,Mid
Rat Championship,WiiU,Fighting,Silver Works,2012,0.51,67,6.9,T,7,2.3,JP,True,Mid
Raven Games,Wii,Party,Lightning Games,2013,0.66,90,8.9,T,20,8.4,Other,True,Top
Turbo Indie,PC,Indie,Lightning Systems,1990,0.03,68,7.1,M,24,6.2,EU,False,Mid
Combat Tales,PS5,Fighting,Blue Designs,2020,0.12,47,5.0,T,39,23.2,JP,True,Low
Retro Tales: Revolution,PS4,Indie,Golden Entertainment,2013,0.11,88,8.6,M,22,24.8,JP,False,High
Fire Legends,XSX,Shooter,Storm Interactive,2020,0.13,70,7.6,E,71,80.1,NA,True,Mid
Match Journey,PS4,Sports,Legendary Entertainment,2013,1.0,81,7.9,M,26,6.9,Other,True,High
Old Chronicles,XOne,Indie,Purple Labs,2018,0.79,76,7.3,M,34,34.8,EU,True,Mid
Power Odyssey: Revenge,PC,Action,Thunder Interactive,2018,0.09,85,8.4,T,44,27.8,EU,False,High
Shot Saga: Return,XSX,Shooter,Legendary Entertainment,2020,0.22,69,6.8,M,37,12.2,NA,True,Mid
Force Epic,SNES,Action,Purple Works,1998,0.06,82,7.9,T,29,11.0,Other,False,High
Ultimate Dash,GC,Platform,Golden Entertainment,2003,0.37,89,9.1,M,15,6.2,NA,False,High
Hero Empire 4,PC,Role-Playing,Storm Interactive,2020,1.04,78,8.0,E10+,69,39.5,JP,False,Mid
The Arena,N64,Fighting,Cosmic Labs,2002,0.21,86,8.1,E,10,3.5,Other,False,High
Battle Adventure: Revolution,XSX,Strategy,Epic Systems,2021,0.86,97,9.1,E,52,52.2,NA,False,Top
Squirrel Battle,Switch,Action,Mystic Labs,2018,0.55,66,7.0,T,27,15.2,Other,False,Mid
Old Saga: Revelation,Switch,Indie,Digital Productions,2017,0.05,70,7.0,E10+,3,0.9,NA,False,Mid
Life Journey 5,Switch,Simulation,Neon Designs,2017,0.16,81,8.7,M,21,7.4,Other,False,High
Arcade Stories,PS4,Indie,Cosmic Labs,2013,0.1,68,7.1,T,9,3.3,JP,False,Mid
Challenge Quest 2,PS4,Puzzle,Thunder Entertainment,2013,0.01,75,6.7,T,17,11.0,EU,True,Mid
Mystery Epic 5,PS4,Puzzle,Purple Designs,2017,0.06,61,6.5,E,33,24.0,Other,False,Low
Realm Saga,WiiU,Role-Playing,Digital Productions,2012,0.49,64,5.8,T,24,11.6,Other,False,Low
Dash Saga,PC,Platform,Digital Productions,1995,0.04,51,5.4,T,28,7.6,NA,False,Low
League Chronicles 2,XSX,Sports,Crystal Entertainment,2020,0.62,65,6.6,M,23,24.4,NA,True,Mid
Defense Quest,PS1,Strategy,Neon Works,1994,0.1,56,5.5,E,8,5.3,EU,True,Low
Adventure Saga: Resurrection,PS3,Adventure,Crystal Systems,2016,0.16,74,7.1,E10+,12,6.4,JP,False,Mid
The Rage,XOne,Action,Crystal Games,2013,0.15,55,5.3,T,52,62.0,JP,False,Low
Solve Adventure,PS2,Puzzle,Cosmic Studios,2012,0.01,74,7.6,E10+,3,1.7,EU,True,Mid
Turbo Hotel,PS3,Simulation,Cosmic Productions,2013,0.72,72,7.6,M,14,5.6,NA,False,Mid
Conflict Odyssey,PS5,Strategy,Storm Studios,2020,0.01,64,6.6,E10+,33,22.2,Other,False,Low
Elite Journey,Wii,Adventure,Golden Entertainment,2013,0.2,65,5.5,T,11,8.9,NA,False,Mid
Logic Adventure,PS1,Puzzle,Crystal Entertainment,2005,0.14,72,7.4,E,3,0.5,JP,True,Mid
Rat Shot,WiiU,Shooter,Future Interactive,2014,0.11,87,8.7,T,24,12.9,NA,False,High
Pure Saga,SNES,Indie,Mystic Labs,1998,0.38,70,6.7,E,7,1.2,NA,False,Mid
Bear Ring: Revelation,PS4,Fighting,Cosmic Productions,2013,0.05,58,6.3,E10+,38,15.8,JP,True,Low
Pro Racing,PS4,Racing,Cosmic Labs,2018,0.61,66,6.3,E10+,20,16.3,EU,True,Mid
Path Epic,X360,Role-Playing,Thunder Games,2016,1.31,90,9.0,T,17,8.6,Other,True,Top
Strategy Journey,PS3,Strategy,Crystal Games,2017,0.04,66,7.5,M,13,3.2,Other,True,Mid
Cup Journey,N64,Sports,Thunder Games,2002,0.19,83,8.0,E10+,20,6.8,Other,False,High
Shot Tales,PS5,Shooter,Silver Creations,2020,0.07,73,7.4,T,64,81.0,Other,True,Mid
Fun Saga,GC,Party,Lightning Games,2001,0.48,70,7.4,T,17,3.5,Other,True,Mid
Rabbit Champion,PC,Sports,Future Interactive,2013,1.53,77,7.7,E,40,11.0,JP,False,Mid
Realm Journey,NES,Role-Playing,Stellar Systems,1988,0.28,73,7.3,E,41,11.4,NA,False,Mid
Nitro Odyssey,WiiU,Racing,Neon Systems,2012,0.03,66,6.4,E,11,3.2,JP,True,Mid
Force Legends,Switch,Action,Purple Designs,2017,0.12,81,7.2,E10+,27,23.4,NA,True,High
Scope Odyssey,NES,Shooter,Crystal Games,1994,0.03,66,7.3,T,26,12.7,EU,False,Mid
Brawl Stories,PS3,Fighting,Purple Designs,2006,0.07,61,5.1,T,7,2.8,EU,False,Low
Battle Journey,PS5,Action,Green Systems,2020,0.08,58,5.7,E10+,39,40.3,NA,False,Low
War Legends,PC,Strategy,Mystic Labs,2006,0.22,58,4.9,T,23,23.0,NA,False,Low
Prince World,PS5,Role-Playing,Cyber Entertainment,2020,1.24,78,7.7,E,57,15.7,Other,False,Mid
Elite Brain,GC,Puzzle,Legendary Entertainment,2007,0.23,69,7.2,M,7,2.3,Other,False,Mid
Kingdom Odyssey 5,GC,Role-Playing,Cyber Entertainment,2007,0.1,58,5.6,E,20,9.2,EU,True,Low
Nitro Saga,N64,Racing,Green Labs,2002,0.1,58,6.0,E10+,11,4.4,EU,True,Low
Fire Quest,Switch,Shooter,Crystal Entertainment,2017,5.48,79,7.8,T,50,16.1,JP,False,Mid
Robot Combat,NES,Action,Lightning Systems,1994,0.72,61,5.9,E,27,7.6,Other,False,Low
Gate Journey 3,PS2,Role-Playing,Digital Productions,2005,0.84,75,7.2,E,32,10.6,EU,False,Mid
Final Odyssey,Wii,Sports,Green Systems,2013,0.99,77,6.7,E,16,3.2,EU,False,Mid
Kingdom Saga,N64,Role-Playing,Silver Works,2002,0.07,53,5.0,M,17,14.2,JP,False,Low
Falcon Circuit,Switch,Racing,Blue Designs,2017,0.3,61,6.7,E,17,7.2,JP,False,Low
Think Chronicles,WiiU,Puzzle,Thunder Games,2012,0.14,60,6.7,T,3,2.5,Other,True,Low
Alien Lap 2,XSX,Racing,Golden Entertainment,2020,0.08,65,6.7,E,52,15.2,EU,False,Mid
Game Quest 3,Switch,Sports,Crystal Designs,2017,0.53,86,8.4,E,23,4.0,NA,True,High
Fox Variety 2,Switch,Party,Purple Designs,2017,0.27,51,5.1,E,15,10.2,NA,True,Low
Retro Adventure,PS4,Indie,Crystal Games,2017,0.13,60,6.6,M,28,11.0,NA,False,Low
Portal Odyssey,PS3,Role-Playing,Silver Creations,2008,0.82,82,8.1,RP,20,8.0,NA,True,High
Arena Journey,NES,Fighting,Purple Works,1994,0.36,76,7.2,E,8,3.3,Other,False,Mid
Samurai Solve,WiiU,Puzzle,Neon Interactive,2014,0.11,70,6.7,T,7,1.7,JP,False,Mid
Rush Quest: Revival,Wii,Platform,Cyber Studios,2006,0.3,58,6.1,E10+,6,2.3,Other,True,Low
Bear Mini 4,Wii,Party,Neon Works,2013,0.25,65,7.4,E10+,10,2.6,EU,False,Mid
Scope Epic,PC,Shooter,Purple Studios,2011,0.49,76,6.9,T,5,4.4,NA,False,Mid
Voyage Chronicles 5,GC,Adventure,Legendary Entertainment,2007,0.43,91,8.9,T,13,6.8,JP,False,Top
Championship Chronicles,PS3,Fighting,Cosmic Studios,2007,0.19,76,6.8,T,12,6.9,Other,False,Mid
Duel Quest 4,X360,Fighting,Thunder Games,2010,0.1,63,6.3,E,21,21.1,EU,False,Low
Tactics Quest,PS4,Strategy,Golden Entertainment,2013,0.01,82,9.0,E,36,24.2,Other,True,High
Mage Fun: Revolution,PS5,Party,Green Designs,2020,0.39,58,6.3,RP,45,36.3,Other,False,Low
Robot Finish,PC,Racing,Thunder Entertainment,1993,0.04,61,5.6,E10+,42,15.2,JP,False,Low
Force Tales,N64,Action,Storm Studios,2002,0.04,51,5.4,T,34,27.7,JP,False,Low
Variety Epic 5,PS5,Party,Neon Interactive,2020,0.36,71,7.0,T,33,12.8,NA,False,Mid
Games Epic 4,N64,Party,Crystal Systems,2002,0.11,74,7.2,E,14,8.4,EU,False,Mid
Brain Chronicles,NES,Puzzle,Green Designs,1994,0.07,62,5.5,T,4,1.6,JP,True,Low
Gate Chronicles,SNES,Role-Playing,Neon Works,1998,0.18,66,6.3,RP,30,17.5,EU,False,Mid
Logic Adventure,Wii,Puzzle,Thunder Entertainment,2010,0.26,58,5.5,E,4,2.2,EU,False,Low
Final Adventure,PS3,Sports,Thunder Games,2017,0.86,66,6.8,M,19,6.0,Other,False,Mid
Games Quest,Switch,Party,Legendary Entertainment,2017,0.58,78,7.9,RP,15,3.5,Other,True,Mid
Bat Bundle: Awakening,Switch,Party,Thunder Entertainment,2017,0.05,64,6.4,E10+,19,9.5,EU,True,Low
Speed Journey,PS4,Racing,Storm Studios,2013,0.31,78,8.1,E,37,18.1,NA,False,Mid
Journey Tales,NES,Adventure,Silver Works,1994,0.39,87,8.7,T,14,3.9,NA,False,High
Ninja Realm,PS5,Role-Playing,Epic Systems,2020,0.07,52,5.1,M,39,22.4,JP,True,Low
Mini Odyssey,PS2,Party,Green Designs,2012,0.1,84,8.1,E10+,5,1.6,EU,False,High
Prince Gun,Switch,Shooter,Blue Games,2020,1.1,75,7.4,E10+,26,17.7,Other,False,Mid
The Conquest,PS2,Strategy,Purple Designs,2012,0.03,58,5.4,T,13,4.7,EU,False,Low
Fire Saga,PS5,Shooter,Future Interactive,2020,0.46,70,6.9,T,48,52.1,NA,False,Mid
Speed Adventure,PS5,Racing,Cosmic Labs,2020,1.05,74,8.0,T,26,30.1,Other,False,Mid
Run Tales,PS1,Platform,Green Labs,2005,0.63,77,8.2,M,22,14.1,NA,False,Mid
Champion Tales,PS3,Sports,Blue Games,2006,0.27,77,7.7,T,16,6.9,EU,False,Mid
Eagle Farm,PC,Simulation,Crystal Entertainment,2011,0.16,79,7.6,E,53,23.7,EU,False,Mid
Match Saga 2,PS2,Sports,Thunder Interactive,2005,0.14,39,4.6,E10+,18,8.7,EU,False,Low
Universe Stories,PS4,Role-Playing,Thunder Games,2013,0.17,88,8.7,E,40,16.3,EU,True,High
Quest Journey,XSX,Adventure,Neon Works,2020,0.44,73,7.4,E,47,22.8,JP,True,Mid
Battle Quest,XSX,Strategy,Storm Studios,2020,0.04,75,7.1,T,5,4.7,NA,False,Mid
Hawk Launch,PC,Platform,Stellar Entertainment,1989,0.48,87,8.5,M,31,11.6,JP,False,High
Game Quest: Redemption,NES,Sports,Thunder Games,1994,0.05,80,7.4,T,14,13.9,Other,False,High
Park Stories: Revolution,NES,Simulation,Lightning Games,1994,0.34,86,7.8,E10+,14,4.5,JP,False,High
Dash Adventure,NES,Platform,Stellar Systems,1994,0.06,68,7.3,M,12,4.9,EU,False,Mid
Gun Odyssey 5,PS4,Shooter,Stellar Systems,2013,0.15,70,7.6,E,28,35.7,EU,True,Mid
Path Chronicles: Rebirth,Wii,Role-Playing,Green Systems,2011,0.5,78,8.2,E,14,5.1,NA,True,Mid
Squirrel Indie 3,NES,Indie,Blue Games,1985,0.04,79,7.8,T,5,4.0,JP,False,Mid
Ultimate Variety 4,Switch,Party,Thunder Entertainment,2017,2.01,69,7.2,T,9,4.3,JP,True,Mid
Victory Quest,PS4,Sports,Crystal Games,2013,0.84,80,8.6,M,25,16.3,NA,False,High
Indie Chronicles,PC,Indie,Green Systems,2015,0.49,75,6.8,T,10,4.7,JP,False,Mid
Leap Journey,Wii,Platform,Silver Works,2013,1.83,98,8.5,M,13,7.6,JP,True,Top
Master Trophy,WiiU,Sports,Purple Designs,2012,0.27,64,7.3,T,17,8.9,EU,False,Low
Strike Quest: Redemption,PS5,Action,Mystic Labs,2020,0.91,83,9.3,T,66,47.5,EU,True,High
Power Epic,PS5,Action,Cosmic Games,2020,1.3,75,7.5,T,46,67.8,Other,False,Mid
Conflict Saga,WiiU,Strategy,Blue Games,2012,0.13,84,8.4,E10+,6,3.3,NA,False,High
Falcon Universe,SNES,Role-Playing,Purple Works,1998,0.26,71,7.1,E,12,4.5,NA,False,Mid
Monster World,PS5,Simulation,Cyber Studios,2020,0.45,74,8.3,T,39,33.9,JP,False,Mid
Tactics Tales,PC,Strategy,Blue Designs,2007,0.12,84,8.7,T,46,12.1,JP,True,High
Alien Bounce: Resurrection,Switch,Platform,Cosmic Studios,2017,0.19,58,5.6,E10+,16,9.3,JP,False,Low
Victory Journey,SNES,Sports,Mystic Labs,1998,0.48,59,5.9,M,14,8.8,Other,True,Low
Variety Epic 3,Wii,Party,Lightning Systems,2006,0.45,70,7.7,T,12,7.8,NA,True,Mid
Alien Tournament,PS4,Fighting,Cosmic Games,2013,0.07,67,6.8,M,42,21.8,Other,True,Mid
Robot League,PS3,Sports,Neon Designs,2012,0.83,69,7.2,T,13,9.3,JP,False,Mid
Strike Chronicles,X360,Action,Red Entertainment,2005,0.56,72,6.9,M,31,17.4,EU,True,Mid
Path Tales: Return,PS1,Role-Playing,Stellar Systems,2005,0.49,83,8.6,T,22,10.6,Other,False,High
Collection Quest,GC,Party,Blue Games,2007,0.2,84,7.7,E,15,5.9,EU,False,High
Strategy Epic,Wii,Strategy,Silver Labs,2013,0.01,70,8.4,E,14,9.3,JP,False,Mid
Trophy Saga,PC,Sports,Crystal Games,2021,0.39,61,6.4,T,21,18.9,JP,False,Low
World Legends 2,PS2,Simulation,Future Interactive,2007,0.07,74,7.3,T,14,3.1,Other,False,Mid
Vintage Stories 3,PS1,Indie,Blue Games,2005,0.09,74,7.7,E10+,4,1.5,EU,False,Mid
Bundle Tales,Switch,Party,Storm Studios,2017,0.96,63,6.6,M,11,2.5,NA,True,Low
Sim Chronicles,NES,Simulation,Cyber Studios,1994,0.12,57,5.7,T,18,7.4,EU,False,Low
Rabbit Blast,XOne,Shooter,Cosmic Entertainment,2013,0.66,64,5.8,E10+,63,53.7,EU,True,Low
Phoenix Fury,GC,Action,Cyber Entertainment,2007,0.94,82,9.0,T,24,9.8,JP,True,High
Wizard Bridge,Switch,Role-Playing,Future Interactive,2017,0.14,79,8.5,E10+,26,13.1,JP,True,Mid
Super Tournament,NES,Fighting,Epic Systems,1994,0.1,82,8.6,M,12,8.4,Other,False,High
Chronicles Epic,Switch,Adventure,Purple Labs,2017,0.5,73,7.4,E,16,5.4,NA,False,Mid
Ultimate Puzzle 4,Switch,Puzzle,Cosmic Games,2017,0.13,54,5.6,T,6,2.4,EU,False,Low
Championship Stories,X360,Fighting,Neon Designs,2005,0.81,97,9.8,E,18,9.9,NA,True,Top
Cup Journey,Switch,Sports,Epic Systems,2017,1.66,75,7.9,E10+,9,5.5,EU,False,Mid
Strategy Legends 5,PS4,Strategy,Neon Designs,2019,0.13,60,5.8,E,50,20.9,Other,False,Low
Hero Universe,WiiU,Role-Playing,Cosmic Studios,2012,0.16,54,6.0,T,41,9.7,EU,False,Low
Think Chronicles,XOne,Puzzle,Cyber Entertainment,2013,0.03,65,6.9,M,22,18.2,Other,True,Mid
Warrior Drive,NES,Racing,Legendary Entertainment,1994,0.44,70,6.1,M,26,17.0,JP,True,Mid
Defense Journey,NES,Strategy,Crystal Systems,1994,0.08,71,6.7,E,8,4.5,EU,True,Mid
Falcon Game,N64,Sports,Legendary Entertainment,2002,0.21,74,8.2,E10+,13,7.9,JP,False,Mid
Snake Shot,XSX,Shooter,Green Labs,2020,0.05,69,7.2,T,81,87.6,Other,True,Mid
Hawk Battle 5,NES,Action,Neon Designs,1994,1.53,72,7.1,E10+,31,17.2,NA,True,Mid
Dog Conflict,PS1,Strategy,Silver Creations,2004,0.01,75,6.6,E10+,8,3.2,Other,False,Mid
World Saga 5,GC,Simulation,Lightning Games,2007,0.22,73,7.1,E,9,2.3,JP,True,Mid
Cat Power 5,Switch,Action,Thunder Studios,2017,0.32,53,5.2,T,34,23.8,Other,False,Low
Leap Chronicles,PC,Platform,Crystal Entertainment,2011,0.14,96,9.1,M,48,30.8,EU,False,Top
Crow Bridge,WiiU,Role-Playing,Cyber Entertainment,2012,0.16,53,5.9,T,29,8.6,Other,True,Low
Brain Saga 4,Wii,Puzzle,Storm Interactive,2013,0.08,70,6.9,RP,6,4.3,EU,False,Mid
Season Quest 3,XSX,Sports,Cosmic Games,2020,0.6,85,8.7,T,31,38.4,JP,False,High
Run Odyssey,PS5,Platform,Digital Productions,2020,0.48,73,7.4,M,31,27.3,NA,False,Mid
Ultimate Storm: Revenge,PS3,Action,Green Designs,2017,1.0,74,7.0,T,18,7.2,NA,True,Mid
Elite Fun,N64,Party,Neon Systems,2002,0.03,80,7.0,E10+,12,4.1,JP,True,High
Journey Adventure,XOne,Adventure,Green Designs,2013,0.02,79,7.7,E10+,43,42.9,NA,False,Mid
Championship Stories: Redemption,XSX,Fighting,Epic Systems,2020,0.27,47,4.4,T,42,25.9,JP,False,Low
Voyage Odyssey,PS2,Adventure,Blue Games,2006,0.49,79,9.2,M,3,1.4,Other,False,Mid
Party Adventure,GC,Party,Crystal Entertainment,2007,0.46,86,7.9,E,19,14.4,NA,False,High
Indie Legends: Rebirth,XOne,Indie,Silver Creations,2016,0.32,92,8.4,T,25,10.4,EU,False,Top
Battle Journey,X360,Strategy,Purple Designs,2008,0.02,75,7.3,T,9,7.4,EU,False,Mid
Battle Epic: Rising,PC,Action,Purple Designs,2007,0.22,80,7.2,E,31,16.6,JP,False,High
Storm Tales,NES,Action,Crystal Games,1994,0.31,76,8.4,T,35,23.0,JP,False,Mid
Speed Legends 2,GC,Platform,Cosmic Productions,2001,0.09,72,7.3,E,14,6.3,JP,False,Mid
Rush Epic 2,PS4,Platform,Cosmic Games,2013,0.68,72,7.3,E,30,30.1,EU,False,Mid
Shark Quest,PS5,Adventure,Golden Entertainment,2020,0.1,87,9.1,E,51,58.0,Other,False,High
Voyage Chronicles 4,WiiU,Adventure,Storm Games,2012,0.19,54,5.7,E10+,14,2.8,JP,False,Low
Portal Adventure,N64,Role-Playing,Future Interactive,1999,0.31,66,5.4,T,20,9.2,JP,True,Mid
Squirrel Dimension,PS1,Role-Playing,Cosmic Entertainment,2005,0.6,57,5.9,E,27,7.7,EU,False,Low
School Chronicles,PS1,Indie,Neon Works,2005,0.38,78,7.7,T,4,2.3,EU,False,Mid
Legend Power,WiiU,Action,Thunder Games,2017,0.18,64,6.5,M,27,9.8,Other,False,Low
Mix Saga,Wii,Party,Neon Works,2013,0.03,58,5.3,M,22,9.1,JP,True,Low
Storm Journey,XSX,Action,Storm Interactive,2020,0.17,64,6.2,E,49,43.1,EU,False,Low
Target Quest,PS5,Shooter,Thunder Entertainment,2020,0.42,78,7.7,M,64,86.6,EU,False,Mid
Battle Quest,PS2,Strategy,Neon Designs,2000,0.1,57,5.5,E,14,5.5,NA,False,Low
Velocity Journey,SNES,Racing,Cosmic Productions,1990,0.64,81,8.0,E,8,5.3,EU,False,High
Scorpion Power,XOne,Action,Legendary Entertainment,2013,0.6,70,6.6,T,28,39.0,EU,True,Mid
Discovery Epic,PC,Adventure,Neon Designs,1992,0.43,61,5.9,T,32,20.3,NA,False,Low
Samurai Zoo,X360,Simulation,Digital Productions,2005,0.33,78,7.2,M,13,5.9,NA,True,Mid
Puzzle Quest,N64,Puzzle,Purple Labs,2002,0.05,82,7.6,T,6,3.5,NA,True,High
Dragon Simple: Return,PS5,Indie,Storm Interactive,2020,0.23,71,8.1,M,33,33.0,NA,False,Mid
Riddle Chronicles 5,Switch,Puzzle,Neon Works,2017,0.06,64,6.5,E10+,4,2.4,EU,True,Low
Speed Saga,Switch,Racing,Lightning Systems,2017,0.75,58,4.8,E,11,4.1,NA,False,Low
Speed Epic,PC,Platform,Mystic Labs,2014,0.07,60,6.1,T,44,13.0,JP,False,Low
Defense Quest,PS5,Strategy,Silver Works,2020,0.15,79,7.6,M,39,25.6,JP,False,Mid
Voyage Stories,PS3,Adventure,Digital Productions,2011,0.32,72,7.2,E,14,7.5,JP,False,Mid
Hyper Turbo: Revival,PS4,Racing,Blue Games,2015,0.48,59,5.9,M,10,3.0,JP,False,Low
Final Stories,PS2,Sports,Cosmic Games,2011,0.49,59,5.7,M,7,1.6,Other,False,Low
Prince Empire: Revolution,PS5,Role-Playing,Stellar Systems,2020,0.9,68,6.8,E10+,83,29.5,JP,False,Mid
Bullet Quest,X360,Shooter,Thunder Games,2012,0.24,77,7.9,M,26,14.7,EU,False,Mid
Rat Drive,PS4,Racing,Thunder Studios,2014,0.09,68,7.4,T,19,8.7,NA,False,Mid
Mystery Epic,PS1,Puzzle,Digital Productions,2005,0.02,81,7.3,E,5,3.0,EU,False,High
Assortment Tales,GC,Party,Silver Works,2007,0.01,74,7.3,E,8,3.8,Other,False,Mid
Jump Journey,Switch,Platform,Cyber Entertainment,2017,0.11,74,8.0,M,16,8.0,EU,False,Mid
Mind Saga,Switch,Puzzle,Cosmic Games,2017,0.14,61,5.6,E10+,5,1.7,NA,False,Low
Falcon Tournament,XOne,Fighting,Cyber Studios,2013,0.23,64,5.8,E10+,37,22.1,NA,False,Low
Victory Adventure 5,PS1,Sports,Purple Works,2005,0.61,69,6.5,E,6,2.8,Other,False,Mid
Bundle Legends,X360,Party,Legendary Entertainment,2010,0.11,74,7.4,E,3,2.2,NA,False,Mid
Blast Epic,PS3,Shooter,Cyber Entertainment,2007,0.54,68,6.5,T,34,9.4,Other,False,Mid
Bundle Legends: Rebirth,Wii,Party,Green Labs,2013,0.56,72,7.3,T,14,7.2,JP,False,Mid
Sim Saga,PS5,Simulation,Crystal Games,2020,0.13,63,7.1,E,17,6.3,NA,False,Low
Strategy Quest,PS3,Strategy,Cosmic Labs,2017,0.08,72,6.8,M,9,6.3,Other,False,Mid
Solve Tales 3,Wii,Puzzle,Blue Designs,2006,0.45,80,7.4,E,9,3.4,NA,False,High
Pirate Match,Switch,Fighting,Stellar Systems,2017,0.47,70,7.7,E,9,4.1,Other,False,Mid
Aim Odyssey,Switch,Shooter,Purple Labs,2017,0.46,71,6.6,E10+,12,9.7,JP,True,Mid
Brain Saga,XOne,Puzzle,Thunder Games,2013,0.42,74,7.0,T,21,11.9,JP,False,Mid
Phoenix Power,XSX,Action,Thunder Entertainment,2020,0.48,60,5.5,T,52,45.0,JP,True,Low
Rat Game,PC,Sports,Storm Studios,2006,0.99,92,9.0,E10+,40,18.1,EU,True,Top
Match Saga: Return,PC,Fighting,Stellar Entertainment,2009,0.33,71,7.6,M,18,12.2,Other,False,Mid
Cup Odyssey,XSX,Sports,Silver Labs,2020,0.52,74,6.6,E10+,29,16.6,NA,True,Mid
Finish Saga,PS2,Racing,Silver Creations,2007,0.36,68,7.0,T,10,2.3,EU,False,Mid
Rush Legends 3,Switch,Platform,Thunder Studios,2017,0.46,53,5.5,M,10,5.5,EU,False,Low
Ultimate Strategy,PC,Strategy,Stellar Systems,1989,0.21,72,7.5,E,37,15.1,NA,False,Mid
Match Journey,PS1,Sports,Neon Interactive,2005,0.82,86,8.7,E,15,2.6,Other,True,High
Classic Tales,X360,Indie,Neon Interactive,2006,0.15,69,6.5,E10+,3,0.6,EU,False,Mid
Wizard Mind,PS4,Puzzle,Legendary Entertainment,2013,0.14,83,8.2,T,10,6.1,Other,False,High
Tactics Epic 5,PS4,Strategy,Thunder Studios,2014,0.21,57,5.9,M,31,25.2,EU,False,Low
Logic Adventure: Revenge,X360,Puzzle,Purple Designs,2007,0.63,75,7.3,E,3,1.0,JP,True,Mid
Adventure Quest,PS4,Adventure,Lightning Games,2020,0.27,60,6.5,T,51,19.4,NA,True,Low
Tournament Quest,Switch,Fighting,Neon Interactive,2017,0.34,62,5.4,E10+,14,5.1,Other,False,Low
Explorer Tales,PS3,Adventure,Cosmic Labs,2017,0.11,76,7.7,T,21,7.2,NA,False,Mid
Collection Legends,Switch,Party,Digital Productions,2017,0.66,70,6.9,M,13,4.8,JP,False,Mid
Tournament Tales,WiiU,Sports,Purple Designs,2017,0.24,64,6.2,E10+,14,8.5,Other,True,Low
Season Legends,X360,Sports,Crystal Designs,2012,0.12,58,6.2,T,8,5.6,Other,False,Low
Pirate Fighter,PS5,Action,Stellar Systems,2020,0.56,62,5.9,T,49,53.4,JP,False,Low
Squirrel Puzzle 4,GC,Puzzle,Mystic Labs,2007,0.02,70,7.0,E,5,1.9,Other,False,Mid
Arcade Journey 4,PC,Indie,Stellar Systems,2017,0.36,84,8.1,M,19,9.1,Other,True,High
Clash Saga,PS2,Fighting,Cyber Entertainment,2007,0.01,87,9.2,M,12,6.0,Other,True,High
Dash Odyssey,GC,Platform,Blue Designs,2007,0.57,76,7.0,E,19,3.9,EU,False,Mid
Mage Universe,NES,Role-Playing,Crystal Entertainment,1994,0.71,58,6.0,E10+,26,10.9,EU,True,Low
Restaurant Quest 3,PC,Simulation,Mystic Labs,2007,0.1,59,6.1,E10+,34,5.8,NA,False,Low
Tournament Quest,N64,Sports,Storm Games,2002,0.41,75,6.0,E,27,16.6,EU,True,Mid
Think Saga,PS5,Puzzle,Purple Labs,2020,0.08,81,7.7,M,27,10.5,NA,False,High
Mind Adventure,PS3,Puzzle,Neon Designs,2006,0.16,74,7.8,T,5,2.0,Other,True,Mid
Blast Journey,PS4,Shooter,Blue Designs,2013,2.63,76,7.1,E10+,72,41.8,JP,False,Mid
Retro Tales,SNES,Indie,Legendary Entertainment,1998,0.06,76,6.9,T,6,2.4,Other,False,Mid
War Stories,XSX,Strategy,Golden Entertainment,2020,0.01,73,7.5,E10+,45,47.7,NA,False,Mid
Gate Quest,XOne,Role-Playing,Neon Works,2013,1.05,74,7.4,T,61,67.4,NA,False,Mid
